post_content,trend,Likes,Shares,Comments
dhoni dreaming wc giving captaincy manager,Low Trending,125,26,363
iranian children arrested teaching western dance,Low Trending,54,93,219
musk hires morgan stanley help tesla private report,Low Trending,504,137,472
fans threw pigs head madrid player el clsico,Moderately Trending,473,14,202
captain opts bat st st time ipl games,Moderately Trending,582,26,444
delhi schools asked deploy male guard primary wing,Moderately Trending,561,38,365
bumrah nd day denied st test wkt noball,Low Trending,510,168,178
google adds realtime translations hindi,Low Trending,199,163,193
toy storythemed plane makes flight,Low Trending,226,107,189
pictures cyclone debbie strikes australia,Highly Trending,799,199,194
people drown nagpur river live streaming fb video,Moderately Trending,462,94,96
gave screen test years just andhadhun ayushmann,Moderately Trending,831,44,352
ttv dhinakaran contest jayalalithaas rk nagar seat,Low Trending,59,141,318
man achieves record burgers eaten minute,Moderately Trending,545,81,309
bluefin tuna sells cr worlds largest fish market,Moderately Trending,953,77,469
ngt orders cng buses cabs ply delhi airport,Moderately Trending,911,80,317
rbi reduces printing notes minimum reports,Low Trending,237,178,322
jobs office drawings daughter board cook,Low Trending,437,198,437
hawkers assault officials evicting mumbai stations,Low Trending,440,126,429
pacer s sreesanth filed petition kerala high court revoke life ban imposed bcci ipl spotfixing scandal bcci lift ban despite delhi court giving clean chit recently denied noc bcci play scotland kerala,Low Trending,349,198,463
flight passenger spots man texting sex abuse kids,Moderately Trending,715,69,401
ddrr match witnesses runs overs dd win,Highly Trending,631,76,273
yearold german boy distributes lakh make friends,Highly Trending,763,175,176
india russia china hold trilateral summit,Low Trending,373,90,60
pope francis bans sale cigarettes vatican,Low Trending,475,190,437
rahul boss doubt sonia gandhi,Moderately Trending,871,138,172
mea says confirmation michels extradition reports,Moderately Trending,742,37,334
twitter admits misuse users check health tweets,Low Trending,45,7,41
turks stab oranges protest netherlands,Moderately Trending,493,88,195
anushka shares look production pari,Low Trending,38,137,159
war india option pakistan pm shahid abbasi,Low Trending,21,2,103
did isro launch indias heaviest rocket gslv mkiii,Moderately Trending,626,30,489
pahlaj nihalani fired indias censor board chairman,Moderately Trending,530,44,421
petrochina lost billion market value years,Low Trending,104,8,486
bans transactions involving venezuelas cryptocurrency,Low Trending,508,151,340
rare complete fossil reptile dinosaur era,Moderately Trending,467,26,34
parents held guilty killing yearold girl,Low Trending,469,164,441
new cricket rules come effect today,Highly Trending,495,164,287
shashi tharoor derek obrien dog filter challenge,Low Trending,240,176,297
steps like note ban generated cr taxes finance secy,Moderately Trending,582,47,254
varsities colleges varanasi remain closed monday,Moderately Trending,592,91,72
bjp form govt cgarh huge majority cm yogi,Moderately Trending,663,101,96
sehwag wishes ring ke king vijender singh nd birthday,Low Trending,545,139,329
pak invites sushma swaraj punjab cm kartarpur corridor event,Low Trending,151,176,198
ab villiers retires number odi rankings,Low Trending,414,192,366
amrapali group seals properties supreme court order,Highly Trending,859,131,390
selfie maine le li aaj written swami om,Moderately Trending,828,7,273
viswanathan anand wins tal memorial rapid chess title,Low Trending,108,59,448
man shoved lemon pie qantas ceo fined nearly lakh,Low Trending,163,65,463
candidates seeking election indian presidential elections deposit sum filing nomination papers candidates allowed make payments digitally cheque according reports presidential elections scheduled held july counting votes july,Low Trending,144,24,499
killed injured plane skids runway russia,Moderately Trending,706,65,308
black panther earns crore opening weekend worldwide,Highly Trending,553,167,190
exuber execs escooter startup bird raises million,Low Trending,271,73,244
delhi people cattle sc govt illegal constructions,Low Trending,398,191,207
philippine mayor accused drugs trade links shot dead,Moderately Trending,732,167,148
worlds highest paid actress emma stone earned srk,Highly Trending,377,62,205
yasir registers nd best test figures pakistani bowler,Moderately Trending,718,168,127
farmer crushed death tractor loan recovery agent,Highly Trending,266,144,376
player hit test century faster shikhar dhawan debut,Highly Trending,413,18,334
edgar wright directorial baby driver hits theatres,Low Trending,283,86,281
longer nuclear threat north korea trump,Low Trending,332,112,223
yrold golfer hits holesinone round,Moderately Trending,828,63,80
aaps somnath bharti used beat harass wife police hc,Highly Trending,449,188,364
rishabh pant dropped squad australia odis shami included,Moderately Trending,673,95,180
indian evms better ones used nations,Highly Trending,464,183,86
zomato acquires logistics food delivery startup runnr,Low Trending,469,145,109
israel joins quitting unesco,Highly Trending,620,111,93
verify landed moon russia space agency chief,Low Trending,489,112,437
ariana grande broken terror attack uk concert,Moderately Trending,768,56,494
causes building collapse delhis mansarovar garden,Moderately Trending,566,57,134
australian children stealing aviation fuel sniffing,Moderately Trending,812,94,402
jesus tomb unveiled public mn restoration,Low Trending,426,119,386
nipah virus contained need run mos,Highly Trending,945,176,202
slapped man touched thighs tv actress pankhuri,Highly Trending,930,76,483
mumbai hotel ousts guests rooms lodge politicians,Low Trending,355,62,348
didnt hear laughter ramayan serial pm cong mp,Moderately Trending,972,111,28
pakistan cricket board demanded compensation crore bcci dishonouring mou signed countries mou stated india pakistan play series pcb recently sent legal notice bcci claiming suffered losses following indias refusal play pakistan,Low Trending,227,174,244
tried quit smoking tell smoke aamir,Moderately Trending,930,23,140
cong mp refuses attend lokpal meet special invitee,Low Trending,608,183,131
uber remove surge pricing delhi oddeven scheme,Highly Trending,820,63,495
veteran bjp min jaswant singhs son manvendra joins congress,Low Trending,51,83,217
kannada actor files false robbery case,Low Trending,178,127,113
india offers opportunity market aus pm,Highly Trending,921,155,412
sachin biopic taxfree release states,Highly Trending,892,197,220
bihar governor gives nitish kumar days prove majority,Highly Trending,805,126,97
fox studios denies reports crore deal dutt film,Low Trending,143,60,443
trumps roll nuclear deal benefits iran,Moderately Trending,951,51,329
sachin tendulkar parts ways kerala blasters coowner,Highly Trending,543,157,327
indian national arrested pakistan,Highly Trending,461,87,201
bought gold earned medals akshay kumar,Low Trending,275,52,119
railways observe oct vegetarian day flak,Low Trending,515,150,61
suhana khan superstar makeup artist vogue india,Moderately Trending,908,47,36
railways suffered l loss mumbai bridge collapse govt,Low Trending,0,165,280
average annual pay executives million,Low Trending,215,158,488
akshay kumar apologised posting picture waving indian flag upside cheering indian cricket team womens world cup final extending sincerest apology violating code conduct tricolour didnt mean offend picture removed tweeted akshay india lost england runs,Low Trending,487,153,17
sushant responds fan asking physics teacher,Highly Trending,700,179,266
defence ministry seeks voluntary fund staff martyrs,Low Trending,244,6,408
indian students test photosynthesis moon,Moderately Trending,580,18,121
rahul posts new tweet price rise maths goofup,Moderately Trending,697,49,378
trump putins faces morphed times latest cover,Highly Trending,952,179,404
leaked texts samsung manipulated south korean media,Moderately Trending,660,5,468
uk firm recalls childrens sandals amid cancer fears,Moderately Trending,841,142,98
unfortunate arent able respect armed forces minister,Highly Trending,827,147,320
shilpa husband anticipatory bail cheating case,Low Trending,136,152,107
indian team attends premier sachin billion dreams,Low Trending,150,196,86
mairaj rashmmi win mixed skeet gold asian shotgun cship,Low Trending,596,190,178
ias topper tina shares pic husband wearing lungi,Low Trending,54,112,433
delta jets clip planes truck hours airport,Low Trending,157,56,258
richest mizoram candidate owns states st sports car soccer club,Low Trending,261,197,438
customer finds human bone socks bought primark uk,Low Trending,438,173,436
rbi removes banks corrective action list reports,Low Trending,176,128,153
stationery chain staples bought crore,Moderately Trending,967,131,186
qutub minar lit red world haemophilia day,Moderately Trending,731,23,77
lynching new overhyped union home secretary,Moderately Trending,729,159,168
pnb refuses share info nirav modis loans rti query,Low Trending,271,154,129
sc declines interfere hc order narada sting case,Moderately Trending,709,138,14
st state endorse triple talaq draft,Low Trending,373,194,499
brazilian mps dismiss bribery charges prez temer,Moderately Trending,405,28,26
video beijing crowd pushes train free man stuck,Moderately Trending,619,6,106
mobile malware ad clicker trojans report,Low Trending,516,181,7
bolivia declares total independence world bank imf,Low Trending,415,83,257
club fans raise money opposition sides pitch repair,Low Trending,89,68,393
people arrested delhi running fake crypto scheme,Highly Trending,720,101,324
centre apprised supreme court grant permission private fm community radio service operators broadcast news content threaten national security antinational radical elements country abroad misuse propagating agenda centre stated,Moderately Trending,448,46,342
canada rules new cellphones unlocked,Low Trending,137,104,358
rss role yogi adityanaths appointment naidu,Highly Trending,929,175,428
people bjp wanted lk advani prez shatrughan sinha,Moderately Trending,989,156,97
mangaluru airport named indias cleanest airport,Highly Trending,963,34,492
softbank bn bn investment flipkart,Moderately Trending,947,86,290
ola founders invest million avail finance,Moderately Trending,561,14,337
thefts reported trains years railways data,Moderately Trending,864,104,279
london bridge attackers tried hire tonne truck,Low Trending,597,127,490
quash rape charge accused marries victim hc,Low Trending,622,168,129
plussize model slams man joked ate mexican,Highly Trending,937,116,230
saif daughter sara play fatherdaughter film reports,Highly Trending,640,192,390
motion poster aksar released,Highly Trending,274,190,402
tourist jailed yrs calling egypt son bitch country,Low Trending,159,139,13
antique kashmiri shawls stolen delhi museum,Highly Trending,865,86,108
shocked hurt icicis decision truth prevail kochhar,Highly Trending,681,194,149
kohli accepts sachins kitup challenge wears kit min,Moderately Trending,415,65,27
football team attacked train injured,Low Trending,49,109,306
ban momos cause lifethreatening diseases bjp leader,Highly Trending,685,180,369
paris hotel rooms named famous authors,Low Trending,257,77,234
feared dead ferry capsizes africas largest lake,Low Trending,277,30,297
indian space research organisation set launch record satellites single flight february week satellites launched foreign nations earlier isro said launch satellites launch got delayed addition satellites official said,Highly Trending,904,126,433
apple working gold variant iphone x model report,Low Trending,212,88,254
tiger woods gives signed glove fan got hit shot,Low Trending,72,125,230
ive seen confused rahul gujarat cm,Moderately Trending,902,16,92
wrongly arrested ryan conductor sue haryana cops,Low Trending,492,157,124
hacker impersonates musk twitter promises free crypto,Low Trending,255,168,220
kendall jenner highestpaid model mn forbes,Highly Trending,384,97,239
air force hosts hackathon pays finding bugs,Highly Trending,975,185,51
release date sajid khans housefull announced,Low Trending,242,96,205
india post biggest odi win sl series lead,Low Trending,439,126,284
indian guilty using fake identity citizenship,Moderately Trending,837,14,343
initially tolerate voice rahat fateh ali khan,Moderately Trending,890,123,83
oneplus open offline store seawoods grands central mall,Highly Trending,905,66,315
trump gets booed davos calling media mean fake,Moderately Trending,564,111,281
people shot dead clash parking haryana village,Highly Trending,931,159,417
car runs workers sleeping flyover falls feet,Low Trending,267,41,56
indianorigin doctor arrested genital mutilation,Low Trending,265,49,23
vikas krishan wins indias rd boxing gold day cwg,Moderately Trending,713,22,119
air force st military branch uk open women,Moderately Trending,518,53,61
alia gets kathak training dance madhuri reports,Low Trending,78,125,13
dhoni nets brace helps kohliled beat bachchans team,Moderately Trending,560,14,220
video sasikala personal corridor jail uniform,Low Trending,451,198,393
whatsapp let group admins impose restrictions members,Moderately Trending,488,15,238
israel probed war crimes gaza killings,Low Trending,184,185,467
anil ambanis rcom pays lakh settle case sebi,Low Trending,470,142,196
jet airways seeks cr loan pay foreign debt report,Highly Trending,361,82,222
west bengal state swachh survekshan,Low Trending,139,2,178
job platform mothers mom project raises mn,Low Trending,354,107,360
rohit dhawan share run stand vs pak break yearold record,Moderately Trending,430,24,36
kylie jenner shares picture daughter stormi,Low Trending,222,85,155
youth bihar fined k forcibly kissing girl,Moderately Trending,659,80,373
encourage stand sussanne shares pic sonali,Low Trending,22,180,141
death toll somalia bombing attack crosses,Low Trending,40,127,189
uk visas expensive noneu nationals,Moderately Trending,415,37,272
cnn sues president trump revoking reporters press pass,Low Trending,11,96,120
dhoni crashes stumps taking morgans catch ti,Low Trending,297,182,427
video dennis rodman cries discussing trumpkim summit,Low Trending,139,151,400
hailey baldwin uses face cream blood,Low Trending,597,183,259
kejriwals dharna stunt rally antibjp parties bjp,Moderately Trending,360,7,169
agar magar agarkar sehwag wishes agarkar birthday,Low Trending,105,134,35
misbehaving soldiers shot dead dutt,Low Trending,555,179,115
records broken day long ipl,Low Trending,38,45,346
government working troll monitor smriti irani,Low Trending,439,150,81
facebook tests features livestream old videos,Moderately Trending,584,99,82
ethiopian pm hailemariam resigns amid political crisis,Low Trending,51,83,111
worker near fax machine eid jk guv mufti,Moderately Trending,584,124,313
chief urges legal status rohingya muslims amid unrest,Low Trending,387,194,424
infighting senior raj leaders page congress,Low Trending,18,131,467
diljit gifted captain sandeep singhs hockey stick,Highly Trending,521,62,242
reliance jio begins hiring ai team akash ambani,Moderately Trending,289,4,174
facebook makes typo introducing new journalism project,Moderately Trending,556,40,149
security firm ceo declared bankrupt hacker stole identity,Moderately Trending,777,165,113
n korea appears build new missiles despite pledge report,Moderately Trending,559,73,421
friends refugee camp make aus football debut,Highly Trending,983,120,446
messis th minute curler saves barcas unbeaten streak,Highly Trending,959,143,276
padma shri awardee actor tom alter passes away aged,Moderately Trending,467,35,49
head sree peetham mutt joins bjp ahead tgana polls,Low Trending,152,138,442
kkr warburg pincus air india sale,Low Trending,267,85,17
new zealand mulls creating climate change refugee visas,Highly Trending,684,151,120
defence secy lays wreath amar jawan jyoti,Moderately Trending,980,57,463
shape face closure pnb chief lossmaking branches,Low Trending,179,199,490
actresses redundant having kids konkona,Moderately Trending,516,28,348
india ranks countries healthcare report,Low Trending,64,16,344
thugs release pakistan cut report,Low Trending,531,197,471
responsibility stop terror pak china,Moderately Trending,873,48,355
second ausindia ti abandoned ti result aus,Moderately Trending,822,45,232
remove word muslim aligarh muslim university bjp mp,Highly Trending,700,141,293
ms dhoni real universe boss csk player hayden,Highly Trending,894,60,351
pic shows david dhawan son varun judwaa twins,Moderately Trending,914,79,123
martial law ends ukraine amid tensions russia,Moderately Trending,629,11,32
pakistan gets school transgender community,Highly Trending,906,143,446
rape rape dont politicise pm modi london,Low Trending,63,42,77
india restrict thailand win runs asia cup,Low Trending,133,135,178
paid campaigners used metoo movement burst sushant,Highly Trending,679,152,236
mamata banerjee born rebel exprez mukherjee,Low Trending,565,176,77
ranveer best kisser film industry says deepika,Low Trending,41,119,425
dog invades pitch football match delays game minutes,Low Trending,152,54,60
deadline filing gst returns extended august,Moderately Trending,439,26,498
girl covered moles auditions miss universe malaysia,Low Trending,294,180,31
krk calls salman khan lallu joker tubelight trailer,Highly Trending,620,191,205
lawyer people cji,Highly Trending,911,128,319
jupiter moon key hope alien life water jet confirmed,Low Trending,474,133,342
ranbir kapoor katrina kaif attend award ceremony uae,Low Trending,198,42,182
mt everest named indias surveyorgeneral,Highly Trending,946,159,466
ramdevs patanjali sees turnover crore year,Moderately Trending,456,15,202
nehrugandhi family responsible problems kashmir bjp,Low Trending,382,146,66
google drive offer automatic backup folder pc,Highly Trending,829,103,388
iitbombayprofessors son commits suicide,Moderately Trending,649,57,13
kerala police strip transgender station circulate videos,Moderately Trending,791,13,95
nota fourth popular choice gujarat assembly polls,Moderately Trending,796,174,161
karnataka hc stays pillion ban twowheelers cc,Moderately Trending,581,102,22
kohli earns lakh instagram post ronaldo cr report,Low Trending,72,139,466
takes special srk king romance kajol,Low Trending,109,18,278
porn star bitten shark underwater photoshoot,Low Trending,200,70,393
researchers create selfhealing material robot skin,Highly Trending,981,168,361
sc verdict license people affairs dcw,Moderately Trending,765,68,354
microsoft fixes bug deleted data post windows update,Low Trending,344,170,446
german man booked participating cpiml meeting telangana,Highly Trending,862,65,177
yearold indian boxer defeats olympic champion,Highly Trending,937,185,39
delhi longer nonpeak hours traffic study,Low Trending,436,113,368
tmc leader threatens break legs opposition leaders,Moderately Trending,456,39,111
kaurs supernovas beat trailblazers oneoff womens t,Moderately Trending,929,100,406
husband phone neetu date selfie years marriage,Moderately Trending,602,83,147
scientists make squarest ice crystals,Low Trending,108,33,232
india allow internet flights august report,Moderately Trending,767,114,274
group claims carry biggest hack youtube history,Low Trending,130,77,455
thank cupid neha johar marriage angad,Low Trending,160,167,210
france asks google remove jail pics helicopter jailbreak,Low Trending,317,54,413
dhoni captain win ts nd best,Moderately Trending,999,43,99
exus beauty contest winner arrested sending nudes yrold,Highly Trending,433,144,286
irctc pay wrong text alert sent passenger,Low Trending,201,166,352
bodo groups demanding separate state assam block highways,Low Trending,312,92,39
players auctioned ipl december jaipur,Low Trending,381,170,306
teens sedentary yearolds study,Highly Trending,359,44,446
centre approves crore tamil nadu cyclone gaja relief,Low Trending,196,178,267
bjp leader slams rahul giving ticket choksis lawyer,Low Trending,202,179,459
actress says man raped day testified,Low Trending,339,177,333
prisoner shows jail rotis court gets permission home food,Highly Trending,745,168,377
wanted father srk addressed suhanas dad daughter,Low Trending,314,69,296
samajwadi party needs coalition mulayam singh,Moderately Trending,697,69,399
chinese school smashes confiscated phones hammers,Moderately Trending,586,17,130
couple gets married supermarket met,Moderately Trending,978,17,378
pakorigin doc treating manchester victims racially abused,Low Trending,530,149,161
bangladesh player bats hand fracturing wrist,Moderately Trending,820,36,58
aap defunct punjab need alliance punjab cm,Moderately Trending,740,59,425
rites sridevi held mumbai tomorrow,Low Trending,515,151,119
players sign ipl auction,Low Trending,210,40,421
anxious srk stayed awake hrs kkrs doordie match,Low Trending,129,43,159
elon musk tweets bajirao mastani shares gif ranveer singh,Moderately Trending,398,0,440
chemists nationwide day strike,Low Trending,413,127,383
hindu group leader warns writers fate lankesh,Low Trending,471,115,354
sc orders floor test karnataka assembly tomorrow pm,Highly Trending,981,173,93
pregnant tribal woman carried hospital ambulance,Low Trending,198,144,213
told didnt genetics actor hrithik,Moderately Trending,568,104,215
kenyan woman offered lift gangraped haryana,Highly Trending,562,137,135
formula e better f women says spanish woman racer,Highly Trending,891,35,81
isro founder vikram sarabhai brought cable tv india,Moderately Trending,900,116,267
chhattisgarh village gets electricity years,Low Trending,382,60,445
aadhaar doesnt harm privacy gives identity gates,Low Trending,305,80,468
took years realise sexually harassed director swara,Low Trending,497,179,146
assam govt extends afspa time years,Low Trending,631,199,73
man spends lakh zimbabwe google street view,Highly Trending,936,152,439
bjp defeats congress form government himachal pradesh,Moderately Trending,606,72,33
lecturer said teaches future dead cops suspended,Low Trending,280,135,144
yearold twin girls raped stepfather months,Low Trending,52,56,7
killed injured road accident,Low Trending,323,93,428
talk people politely rajnath delhi police,Moderately Trending,886,167,32
water vending machines installed rail stations,Moderately Trending,388,5,121
north korea releases unseen images nuclear programme,Low Trending,233,117,243
thailand raids temples arrests monks clean buddhism,Highly Trending,894,179,155
pulitzer prize winners announced,Highly Trending,899,110,431
bjp didnt demand withdrawal rajivs bharat ratna cong,Moderately Trending,570,31,202
amu suspends holding prayer meet slain hizb militant,Highly Trending,790,34,356
congress attend midnight gst launch june,Highly Trending,891,174,91
air berlin cancels flights pilots sick,Moderately Trending,844,72,44
shehzad hoon shehzada nahin poonawalla rahul gandhi,Highly Trending,459,123,323
jamshedpur woman st win cr kaun banega crorepati,Highly Trending,431,128,149
dubai recruits worlds robot police officer,Highly Trending,411,168,46
sabarimala shut purification entry women,Highly Trending,882,136,2
reverse countdown modi govt begun sonia gandhi,Moderately Trending,840,38,96
telangana cm work coolie bear cost partys meet,Highly Trending,614,167,112
gracious rishi srk visiting ny,Moderately Trending,965,53,21
assam sends brahmaputra water samples lab testing,Highly Trending,534,111,481
tennis player invites lookalike olympic champ meetup,Low Trending,307,36,322
cabinet approves telecom policy attract bn investment,Highly Trending,356,117,353
tharoor retweets fake photo canada pm taj mahal,Low Trending,331,85,383
zuckerberg integrate whatsapp instagram messenger nyt,Highly Trending,797,189,275
portugal president buys tickets counter watch tennis,Moderately Trending,943,54,185
men allowed ask kids sexual photos asks fb,Moderately Trending,447,4,125
madhavan star sushant chandamama door ke,Highly Trending,582,68,129
free hugs protest wb couple thrashed hugging,Moderately Trending,697,45,353
anmol ambani joins boards reliance nippon reliance home,Moderately Trending,820,37,259
jongun wants rule long time die bed cia,Highly Trending,1000,118,69
sachin fielded pakistan making india debut,Highly Trending,302,120,483
nonveg food alcohol banned events held govt halls jaipur,Low Trending,305,76,163
explain delay action sena mp air india police,Highly Trending,597,128,476
indian fishermen held allegedly fishing sri lanka,Moderately Trending,971,137,29
y combinator puts l home rental marketplace ziffyhomes,Highly Trending,755,41,422
centre selects karnatakas hampi iconic tourism site,Low Trending,400,181,314
groups bandh assam citizenship,Moderately Trending,570,61,490
doubledecker buses mumbai phased,Low Trending,171,138,220
harbhajan shares photo jonty rhodes daughters,Highly Trending,721,98,322
yrold girl commits suicide days gangraped,Low Trending,129,200,221
seater solar car travels km charge,Low Trending,73,96,158
ct semifinalists nation ruled th big b,Moderately Trending,779,35,303
new ant species named british rock band radiohead,Low Trending,476,170,53
candy crush game gets television,Low Trending,155,14,378
rules shouldnt suit new entrants ambition vodafone ceo,Moderately Trending,883,98,393
jk issues guidelines employees social media behaviour,Low Trending,184,145,128
india slams pakistan mistreatment sikh cop,Moderately Trending,648,61,499
perfectly fine sc makes aadhaar nonmandatory nilekani,Low Trending,248,40,342
uks smallest castle sale crore,Low Trending,52,157,69
ec rejects cyber experts claim evm hacking polls,Moderately Trending,781,5,478
fossils humansized penguin new zealand,Moderately Trending,666,17,289
aus commentator insults mayank says hit waiters,Low Trending,231,117,198
adani enter petrochemicals sector crore jv,Low Trending,64,79,116
missing bartenders chopped body fridge delhi,Moderately Trending,519,73,285
world afraid nuclear war north korea chief,Highly Trending,907,187,315
kangana fake promises cast manikarnika actress mishti,Moderately Trending,531,60,91
kohli slams th odi ton india defeat australia level series,Moderately Trending,439,52,144
hattricks balls innings ktaka t,Low Trending,286,168,71
happy metoo movement started india maneka gandhi,Highly Trending,665,131,179
companies cas submit kyc details government,Moderately Trending,833,63,289
happy birthday baby priyanka wishes nick th bday,Low Trending,120,183,333
yamuna crosses danger mark delhi govt issues flood warning,Low Trending,309,154,373
australian cricketer misses match bitten dog,Low Trending,523,128,281
sp choose party chief sept akhilesh,Highly Trending,880,107,488
scared woman got signature absolutely right lata,Moderately Trending,346,42,127
trump kim sign agreement completely denuclearise n korea,Low Trending,583,151,74
jet airways delays aug salaries pilots engineers,Low Trending,327,81,308
hc rejects vedantas plea export crude barmer oilfield,Moderately Trending,840,19,470
bjp mlas spend night kejriwals office expose govt,Low Trending,103,84,333
weakening parliament holding india says rahul bajaj,Low Trending,57,42,249
man takes selfie accident victims die background,Low Trending,596,190,93
apple admits iphone x touch issue offers screen replacement,Low Trending,257,175,462
hurry sanya,Highly Trending,915,20,369
climate target low progress slow exnasa scientist,Moderately Trending,859,65,238
families missing indians iraq asked dna samples,Highly Trending,885,170,242
maanayata dances despacito son birthday,Low Trending,206,139,60
india key partner indopacific region admin,Highly Trending,812,147,438
harbhajan called monkey india andrew symonds,Low Trending,365,170,148
abusing scst person phone public offence sc,Highly Trending,684,171,235
honeypreet used sim cards days run,Low Trending,256,71,426
