post_content,trend,Likes,Shares,Comments
researchers create selfhealing material robot skin,Low Trending,981,168,361
sc verdict license people affairs dcw,Highly Trending,765,68,354
german man booked participating cpiml meeting telangana,Low Trending,862,65,177
yearold indian boxer defeats olympic champion,Low Trending,937,185,39
kaurs supernovas beat trailblazers oneoff womens t,Highly Trending,929,100,406
india allow internet flights august report,Highly Trending,767,114,274
dhoni captain win ts nd best,Low Trending,999,43,99
prisoner shows jail rotis court gets permission home food,Moderately Trending,745,168,377
samajwadi party needs coalition mulayam singh,Highly Trending,697,69,399
couple gets married supermarket met,Highly Trending,978,17,378
aap defunct punjab need alliance punjab cm,Highly Trending,740,59,425
sc orders floor test karnataka assembly tomorrow pm,Low Trending,981,173,93
kenyan woman offered lift gangraped haryana,Moderately Trending,562,137,135
formula e better f women says spanish woman racer,Moderately Trending,891,35,81
isro founder vikram sarabhai brought cable tv india,Highly Trending,900,116,267
man spends lakh zimbabwe google street view,Highly Trending,936,152,439
thailand raids temples arrests monks clean buddhism,Low Trending,894,179,155
pulitzer prize winners announced,Highly Trending,899,110,431
amu suspends holding prayer meet slain hizb militant,Highly Trending,790,34,356
congress attend midnight gst launch june,Low Trending,891,174,91
shehzad hoon shehzada nahin poonawalla rahul gandhi,Moderately Trending,459,123,323
sabarimala shut purification entry women,Low Trending,882,136,2
reverse countdown modi govt begun sonia gandhi,Low Trending,840,38,96
telangana cm work coolie bear cost partys meet,Low Trending,614,167,112
gracious rishi srk visiting ny,Low Trending,965,53,21
assam sends brahmaputra water samples lab testing,Moderately Trending,534,111,481
zuckerberg integrate whatsapp instagram messenger nyt,Low Trending,797,189,275
portugal president buys tickets counter watch tennis,Low Trending,943,54,185
madhavan star sushant chandamama door ke,Moderately Trending,582,68,129
free hugs protest wb couple thrashed hugging,Highly Trending,697,45,353
anmol ambani joins boards reliance nippon reliance home,Highly Trending,820,37,259
jongun wants rule long time die bed cia,Low Trending,1000,118,69
explain delay action sena mp air india police,Highly Trending,597,128,476
y combinator puts l home rental marketplace ziffyhomes,Moderately Trending,755,41,422
harbhajan shares photo jonty rhodes daughters,Highly Trending,721,98,322
ct semifinalists nation ruled th big b,Highly Trending,779,35,303
rules shouldnt suit new entrants ambition vodafone ceo,Highly Trending,883,98,393
india slams pakistan mistreatment sikh cop,Highly Trending,648,61,499
ec rejects cyber experts claim evm hacking polls,Highly Trending,781,5,478
fossils humansized penguin new zealand,Highly Trending,666,17,289
world afraid nuclear war north korea chief,Low Trending,907,187,315
kangana fake promises cast manikarnika actress mishti,Moderately Trending,531,60,91
happy metoo movement started india maneka gandhi,Moderately Trending,665,131,179
companies cas submit kyc details government,Low Trending,833,63,289
sp choose party chief sept akhilesh,Highly Trending,880,107,488
hc rejects vedantas plea export crude barmer oilfield,Highly Trending,840,19,470
hurry sanya,Highly Trending,915,20,369
climate target low progress slow exnasa scientist,Low Trending,859,65,238
families missing indians iraq asked dna samples,Low Trending,885,170,242
india key partner indopacific region admin,Highly Trending,812,147,438
abusing scst person phone public offence sc,Low Trending,684,171,235
bowler does dhawans gabbar celebration dismissing,Low Trending,991,72,260
technical courses syllabus revamped meet industry demands,Low Trending,957,100,271
pak lawyer files petition prove bhagat singhs innocence,Moderately Trending,833,189,474
anushkas pic appeared movie years debut,Highly Trending,606,52,358
sc seeks centres reply ways tackle mananimal conflict,Highly Trending,850,104,332
engine fails minutes takeoff flight returns delhi,Low Trending,868,118,127
left unity wins seats jnu students union elections,Highly Trending,716,131,321
adjusting new role wont big deal new sbi chief,Low Trending,791,185,147
aap leader burnt alive alleged boyfriend blackmailed,Highly Trending,606,76,314
ill miss kundan shah just like miss mother says srk,Low Trending,991,65,118
maharashtra digitise cr licence vehicle records,Low Trending,864,123,75
looking female lead production salman,Moderately Trending,614,120,137
india remain rd largest beef exporter report,Highly Trending,628,124,296
tata sons begins diligence buy jet airways reports,Moderately Trending,471,73,398
neil nitin mukesh announces wife rukminis pregnancy,Highly Trending,864,190,446
robert downey jr worked shoe salesman film career,Low Trending,979,87,145
global iot security spending reach bn report,Highly Trending,912,11,249
terror attacks asian nations report,Low Trending,833,112,190
children driver killed bus falls gorge himachal,Highly Trending,639,142,310
yemen faces worlds largest famine warns,Low Trending,977,117,250
app lets users access android oreo features older phones,Moderately Trending,483,86,348
airbus takes majority stake bombardier jet project,Highly Trending,673,79,402
kumble wants captaincy fee player salary structure,Moderately Trending,715,177,330
indian cities named worlds cheapest cities,Moderately Trending,782,91,214
japan railway lets cats roam train raise awareness,Moderately Trending,665,198,47
nobel laureate chief kofi annan passes away,Highly Trending,679,105,204
nasa image shows shockwaves caused supersonic aircraft,Moderately Trending,659,133,244
saudi crown prince messaged aide khashoggi killing report,Low Trending,981,112,247
airline sends woman wrong city recover bag,Moderately Trending,786,12,322
just focused earlier bobby absence bwood,Low Trending,876,6,212
donald trumps washington hotel saw crore revenue,Low Trending,968,115,68
increase new taxpayers note ban,Highly Trending,919,159,487
nonbailable warrant issued patidar leader hardik patel,Moderately Trending,947,187,324
ican initially thought nobel peace prize win prank,Highly Trending,939,31,315
heard salman donated cr kerala jaaferi deleted tweet,Low Trending,830,74,117
health min stops cavalcade ensure passage ambulance,Highly Trending,685,56,287
private doctors indefinite strike bengaluru,Highly Trending,876,33,464
dont want die office id die beach jack ma,Moderately Trending,689,188,348
cong attacks jaitley meeting mallya kbcstyle question,Moderately Trending,644,25,360
bsf kills pak rangers ceasefire violation jk,Low Trending,965,139,305
st flights day depart time orders air india,Low Trending,831,140,34
video shows robot opening door despite human stopping,Highly Trending,887,29,253
softbank denies execs got illegal sum india investments,Moderately Trending,433,23,262
union minister uma bharti contest elections future,Highly Trending,981,18,302
trump loses lakh followers amid twitter crackdown,Highly Trending,998,23,286
white house screen meryl streeps film post report,Low Trending,837,77,259
proud feminist facebook coo sheryl sandberg,Low Trending,818,198,292
dept launches instant epan based aadhaar,Highly Trending,854,100,444
like diwali gambling aamir khan,Highly Trending,886,111,463
bjp president amit shah diagnosed swine flu admitted aiims,Moderately Trending,675,82,9
imtiaz alis short film love story dogs released,Moderately Trending,814,124,340
file complaint gst fraud,Moderately Trending,883,48,295
got final season heartbreaking missandei actress,Highly Trending,466,5,491
sc begins hearings case love jihad,Moderately Trending,535,188,291
fired didnt intimate actors offscreen mallika,Moderately Trending,479,108,359
killed injured somalia car bomb explosion,Moderately Trending,362,186,304
man hides suitcase robs flyers luggage bus trip,Highly Trending,707,121,303
air india plans voluntary retirement scheme staff,Moderately Trending,473,77,272
dream work karan johar vicky kaushal,Highly Trending,667,21,316
startup ne taxi aggregates tourist taxis northeast india,Moderately Trending,319,156,436
boxers ear ripped boxing match,Low Trending,959,56,20
canadian sniper breaks longest kill record km shot,Low Trending,858,191,357
venezuelan prez offers help trump fight drug trafficking,Highly Trending,868,72,223
bad arshad jokes akshay replacing jolly llb,Moderately Trending,687,119,234
frances wcwinning captain charged drinkdriving,Low Trending,901,126,122
gurugram cops patrolling night,Low Trending,869,118,97
paying bank dues despite high fuel prices jet airways,Highly Trending,964,167,395
petrol diesel prices hiked time month,Low Trending,881,153,162
meghalaya lakh families trapped miners,Moderately Trending,314,123,458
minor boy killed sexually assaulted near delhi,Highly Trending,586,101,331
banks freeze accounts indian crypto exchanges,Low Trending,978,40,13
people arrested minors detained cbse papers leak,Low Trending,729,140,306
steve jobs billionaire pixar apple,Low Trending,953,51,4
mumbai civic body collects tonnes plastic ban,Highly Trending,868,115,463
half cheques dds sent kerala relief fund dishonoured cm,Low Trending,966,192,15
parupalli kashyap wins austrian open badminton tournament,Moderately Trending,684,95,78
new zealand nation allow women vote,Moderately Trending,693,50,65
deepak ahuja retire tesla cfo years company,Low Trending,929,97,187
man sets world record using footlong pool cue,Low Trending,947,167,240
sad todays players experiencing indpak rivalry akhtar,Low Trending,974,197,182
smartphones indian gps navic isro scientist,Moderately Trending,358,51,484
women including congress leader dead,Highly Trending,793,104,342
wrong condoling death local militants pdp,Highly Trending,733,77,437
yrold case artist painting god slippers quashed,Moderately Trending,944,199,134
delhi government ban shared cab rides,Low Trending,798,66,232
zomato cfo sameer maheshwary quits months joining,Highly Trending,962,62,407
bangladesh player imitates umpire post successful drs review,Highly Trending,740,67,291
haryana bjp chiefs son arrested chandigarh stalking case,Highly Trending,957,49,351
films stay forever shraddha yrs aashiqui,Highly Trending,706,121,367
unicef dy director sent unsuitable texts women quits,Moderately Trending,359,94,410
bravery award winner designated special police officer,Moderately Trending,640,195,218
iuc cut ensure technology survives idea ceo,Low Trending,754,142,266
aamirs rubaru roshni screened sri sri ravi shankar,Moderately Trending,952,49,460
yogi adityanath gets zplus category vvip security cover,Highly Trending,747,78,271
ms dhoni booed fans lords slow batting nd odi,Low Trending,989,95,305
aap gives pm lakh letters seeking statehood delhi,Highly Trending,901,44,424
irctc announces home delivery train tickets,Moderately Trending,819,108,239
microsoft dethrones apple worlds valuable company,Moderately Trending,766,165,391
indian drone intruded airspace china,Low Trending,913,6,134
stokes called real hero gay couple defended pub,Highly Trending,890,138,474
australia senator seeking burqa ban wears parliament,Highly Trending,906,41,251
dawood ibrahims property mumbai auctioned crore,Highly Trending,923,66,367
intel unveils flying car km range,Highly Trending,952,58,352
sensex closes mark time,Low Trending,997,68,3
bjp cheated people jammu kashmir twice omar,Moderately Trending,731,45,322
years sl dismissed zimbabwe odis lowest score,Moderately Trending,638,190,175
indian squash player registers st straight intl win,Low Trending,806,197,88
citizens voluntarily enrolled aadhaar government,Moderately Trending,869,134,307
tharoor gets condolence calls shashi kapoors death,Highly Trending,780,71,351
indias st govtsponsored transgender poet meet organised,Low Trending,834,180,171
worlds nd costliest player debuts barcelona win,Low Trending,908,102,140
millionth test run came india years tests,Low Trending,812,127,213
trains delayed station master gets drunk falls asleep,Highly Trending,666,152,383
audiences throw star kids like bad apples says ekta,Moderately Trending,844,161,480
microsoft developing ai draw textbased images,Low Trending,785,133,229
seat sharing discussed appropriate time akhilesh,Highly Trending,904,45,189
dhfl shares plunge following reports govt probe,Low Trending,746,35,58
indigo moves delhi hc dial terminal issue,Low Trending,897,56,67
stop working actors dating rumour fernandez,Highly Trending,847,6,338
elon musk earn billion bonus yrs tesla,Moderately Trending,935,119,398
asian paints donateawall celebrates spirit fifa u world cup,Low Trending,925,110,307
newborns die months karnataka hospital,Highly Trending,849,71,468
opposition parties submit impeachment motion cji,Highly Trending,587,3,207
high court asks maha govt pay l man wrongly arrested,Highly Trending,847,34,309
man caught using gadget hide licence plate spain,Highly Trending,805,33,320
eu nations begin returning refugees greece,Low Trending,792,81,181
indias richest tech entrepreneurs,Highly Trending,952,111,447
ab villiers ball helps rcb thrash dd wickets,Highly Trending,783,57,316
ban use pellet guns kashmir amnesty international,Low Trending,657,140,189
zayn malik girlfriend gigi celebrate eid moms,Low Trending,959,154,168
govt celebrate years quit india movement,Moderately Trending,701,54,317
sc verdict sabarimala temple revolutionary kerala govt,Low Trending,905,63,196
russia slams plan sell antimissile systems japan,Moderately Trending,711,108,427
air india great brand spicejet,Highly Trending,874,65,204
veda rd indian woman cricketer sign big bash league,Moderately Trending,391,92,292
samson fails yoyo test left india team reports,Highly Trending,757,58,321
relationship india second country russia,Highly Trending,522,37,209
years kareena plans having second child,Moderately Trending,618,196,434
true anurag denies rumours gangs wasseypur,Highly Trending,669,103,316
ancient mayan city discovered jungle guatemala,Low Trending,906,21,170
yrold mexican woman denied bank card old,Low Trending,923,54,222
jadeja shares selfie lion fined earlier,Moderately Trending,538,90,337
maharashtra approves maratha quota seats reserved,Highly Trending,854,108,397
pakistan pm reaches office sunday post morning workout,Highly Trending,973,89,369
yrold cryptocurrency traders stock months,Highly Trending,745,38,428
exharyana cm named cbi chargesheet manesar land scam,Highly Trending,856,30,368
conducted army punjab cm dope test employees,Low Trending,831,130,218
flyers protest airport runway flight cancelled,Low Trending,917,106,118
govt allocates cr free wifi varsities colleges,Moderately Trending,447,112,260
department received responses lakh persons lakh sms email queries sent people suspicious deposits post demonetisation department sent queries lakh people tax profiles line cash deposits department sought online responses sources cash deposited people,Low Trending,970,88,295
recommend jayalalithaa nobel prize aiadmk leader,Highly Trending,858,88,368
proposal end net neutrality threat apple cofounder,Highly Trending,753,2,470
indian millionaires accused multicrore frauds,Highly Trending,917,183,444
balls damage unbreakable pujara kohli white walker,Low Trending,852,157,154
nations hold worlds wilderness,Low Trending,920,96,322
indians working qatar wc stranded pay,Highly Trending,951,188,354
india trying contain chronic disease pakistan union min,Low Trending,959,103,306
excolleague accuses bcci ceo rahul johri sexual harassment,Moderately Trending,819,36,267
yogi adityanath sworn cm deputy cms,Highly Trending,878,0,358
mahadalit women stopped entering temple bihar,Moderately Trending,547,176,204
woman filed complaints rape wrongful restraint yrs,Low Trending,932,23,133
jolly llb actor sitaram passes away cancer,Moderately Trending,603,116,246
dhoni state guest himachal cm players shimla trip,Highly Trending,800,46,365
slack raises mn valuation bn,Low Trending,727,101,132
issue fatwa raise pak flag ind rss leader,Moderately Trending,885,199,416
entrepreneur miki agrawal accused sexual harassment,Low Trending,859,68,267
punjab govt approves luxury vehicles cm ministers,Highly Trending,908,174,450
cofounder buy dairytech startup mrmilkman,Highly Trending,762,13,405
sri lanka cricket rated corrupt icc sl sports minister,Low Trending,923,141,196
girl donates fund collected heart surgery kerala,Highly Trending,959,38,292
pakistani spinner imad wasim ti bowler,Low Trending,818,100,65
mps son delhi t team playing match year,Highly Trending,636,14,366
fb shows baby products ad mom stillborn apologises,Moderately Trending,447,153,208
dog allowed flat bluru civic body order,Moderately Trending,364,153,476
ford tells salaried staff face job cuts,Low Trending,867,77,216
maxwells broken bat exhibited junior club,Moderately Trending,697,162,350
cambodian prince injured wife killed accident,Low Trending,988,125,96
jet airways phase expat pilots employees told,Low Trending,876,163,115
pilots using planes draw designs sky,Highly Trending,771,150,456
video helicopter flies mere metres russian highway,Moderately Trending,616,47,339
indians kidnapped isis iraq died swaraj,Low Trending,758,147,98
selena gomez features cover vogue america st time,Moderately Trending,574,164,160
keralas th international airport open september,Moderately Trending,499,184,262
rihanna mike shinoda condole death linkin parks chester,Highly Trending,679,41,456
maneka gandhi slams media reporting rape case,Low Trending,768,78,128
kerala temple hosts iftar party muslims premises,Highly Trending,942,23,435
man killed coworker smelly feet jailed years,Highly Trending,748,25,438
rahul gandhi reminds antisikh riots says bjp,Moderately Trending,262,59,215
india gifts ambulances buses nepal republic day,Moderately Trending,387,115,277
govt link bn aadhaars bn accounts bn mobiles,Low Trending,849,118,363
air india business class passenger tweets pics bug bites,Low Trending,846,58,185
woman drinks wine pringles box drives cart banned walmart,Highly Trending,949,94,458
minister gets root canal l singapore takes reimbursement,Low Trending,782,146,23
gal wont wonder woman rapeaccused maker report,Moderately Trending,679,34,473
protests bluru school window pane falls kids,Low Trending,958,149,177
bcci buy private aircraft team india kapil dev,Moderately Trending,995,99,306
india integrate ai defence boost preparedness,Low Trending,940,142,246
reliance jio adds times users rivals july,Highly Trending,848,4,197
hundreds flyers miss flights security scanner fault,Low Trending,837,145,78
oneplus brings best smartphone camera shootout,Moderately Trending,822,152,275
german cop st female referee europes leagues,Low Trending,972,143,426
india place wanna soon cristiano ronaldo,Moderately Trending,524,119,164
tim cook offered liver steve jobs,Low Trending,844,88,96
calling hardik alpesh jignesh haj divisive congress,Low Trending,888,141,207
woman commits suicide killing mentally challenged sons,Highly Trending,745,29,356
usain bolt fails finish race career,Highly Trending,955,164,380
gangrape convict arrested time mumbai,Moderately Trending,606,129,465
police book priests rape kerala church sex scandal,Highly Trending,970,56,389
pak poor country afford burden loans pak minister,Low Trending,784,21,75
supreme court adjudicate leander rhea pillai dispute,Highly Trending,714,143,247
salman khan shares childhood pic brother sohail,Moderately Trending,624,199,470
maha exgratia l kin bus accident victims,Moderately Trending,781,14,350
fda recalls half million pacemakers risk hack,Highly Trending,480,27,295
crore cash seized house tn minister,Highly Trending,653,111,368
punia wins silver st indian wc medals,Low Trending,805,94,103
hijacked indian ship rescued pirates flee hostages,Highly Trending,717,197,321
tesco apologises beer makes good friday better ad,Moderately Trending,612,192,260
startup launch x open selfdriving store china,Low Trending,757,144,201
extremists attend neonazi rally berlin,Highly Trending,907,3,210
stores continue mcdonalds brand vikram bakshi,Low Trending,942,169,309
tesla settles lawsuit unusable autopilot mn,Highly Trending,740,55,494
music streaming service gaana raises mn led tencent,Highly Trending,792,9,497
relieved quit international cricket ab villiers,Moderately Trending,799,120,329
kohli raise county crickets standard rcb pacer woakes,Highly Trending,580,31,315
woman shot exmla nye party delhi dies,Low Trending,874,166,102
goalkeeper scores yard goal half birthday,Highly Trending,833,0,438
tabled lok sabha mps mlas recalled years voted satisfied performance tabled bjp mp varun gandhi ifpeople havepower elect representatives power remove gandhi said,Highly Trending,814,60,461
didnt steal used cr money save kingfisher mallya,Low Trending,984,107,204
flyer puts drunk man chokehold assaults crew,Moderately Trending,987,157,447
david davis steps brexit secretary,Low Trending,918,107,250
apple unveils robot recycles iphones,Highly Trending,869,41,468
naxalism india rajnath singh,Low Trending,883,83,172
iitdelhi gets proposals study cow urine milk,Moderately Trending,430,172,116
pandya started celebrating rohits,Highly Trending,793,12,231
consent child isnt important papons lawyer kiss row,Low Trending,969,3,6
rohit overtakes sachin record scores odi cricket,Highly Trending,812,3,391
rajkummars newton compete films oscars,Moderately Trending,633,27,175
anushka seen kissing husband kohli pic shared online,Low Trending,920,164,131
spacex successfully reuses nextgen falcon rocket,Moderately Trending,681,158,200
took homemade food kapil college kapils fiance,Highly Trending,912,30,444
remove hindi bengaluru metro signs karnataka cm,Low Trending,989,175,350
digvijaya opposed attack naxalites bjp,Low Trending,716,144,224
bcci opposes sreesanths request play county cricket,Moderately Trending,749,188,479
talked dna joined nda akhilesh yadav,Low Trending,858,157,82
exnagaland cm declared elected unopposed polls,Highly Trending,885,148,449
aiadmk sacks office bearers bringing disrepute,Low Trending,764,112,141
singapore airport rated worlds best mumbai ranked rd,Highly Trending,969,76,384
charges dropped srk alibaug benami property case,Highly Trending,895,49,184
firstever jail till death sentence issued nepal,Low Trending,815,160,96
trump aide apologises trudeau place hell remark,Highly Trending,939,143,487
india china sign security cooperation agreement,Highly Trending,914,9,488
oculus founder palmer luckey working defence startup,Low Trending,948,78,44
rejected bwood films asked act turban diljit,Highly Trending,944,88,358
nobel committee slams china liu xiaobos death,Highly Trending,742,3,386
rajinikanth confirms new release date film,Moderately Trending,931,60,440
itc indias th valued firm market cap,Highly Trending,889,13,154
bjp govt tapping phones people ktaka state minister,Low Trending,982,177,230
customers sue coinbase supporting bitcoin cash,Low Trending,998,135,149
kannada film director madan arrested allegedly kidnapping paramesh owner advertising agency paramesh paid lakh promoting madans film eradu kanasu madan asked paramesh return lakh unhappy agencys work kidnapping paramesh madan demanded ransom family,Highly Trending,934,117,426
bogibeel bridge tribute atal jis development vision pm,Low Trending,873,176,205
woman delivers baby boy ambulance surrounded lions,Moderately Trending,760,170,479
black radio host accused white privilege debate,Highly Trending,931,187,478
used play sushant theatre days,Low Trending,940,185,327
wh warned ask trump question cnn reporter,Low Trending,858,172,281
stop train mishap outofturn promotion piyush goyal,Moderately Trending,542,136,275
north koreas missile launch threatens world s korea,Moderately Trending,523,112,231
srhs rashid terms kohli classical getting,Moderately Trending,968,16,383
tesla recalls l cars power steering bolts corrosion,Highly Trending,782,11,382
afghan man leaves delhi airport indian visa,Highly Trending,806,165,409
swiggy begin delivering medicines grocery report,Moderately Trending,744,154,370
facebook launches sleep mode feature messenger kids app,Moderately Trending,617,111,321
apple fixes bug caused iphones crash text,Highly Trending,642,193,382
ganguly dressed sardarji attend durga puja,Highly Trending,759,59,403
scientists edit brain activity using holograms,Highly Trending,639,21,435
pm modi abuses feel like hugging rahul,Low Trending,887,111,120
refuse role female costar isnt paid benedict,Highly Trending,474,24,350
philippine prez calls major media outlets sons whore,Highly Trending,680,25,332
keralas oldest student commonwealth learning ambassador,Highly Trending,871,11,244
arvind subramanian proposes k basic income rural households,Highly Trending,914,101,396
study finds cometlike planet orbiting poles star,Low Trending,802,70,244
india real deal theyre team exaus captain border,Highly Trending,744,1,413
teen stabbed death school groups fight girl,Highly Trending,835,73,349
player angry subbed calms coach kisses,Highly Trending,777,30,383
asked days did rahul loan waivers,Highly Trending,766,33,393
enforcement directorate attached assets worth cr yrs,Moderately Trending,557,185,272
china gained poor leadership past trump,Low Trending,966,90,316
wont harry potter cursed child theatre daniel,Moderately Trending,289,107,472
sachin let sehwag watch world cup final live,Moderately Trending,427,37,297
drunk men try enter girls hostel du college,Highly Trending,824,111,349
