post_content,trend,Likes,Shares,Comments
using sundimming chemicals slow warming feasible,Low Trending,630,8,12
eye injury forced mark boucher end career dismissals,Moderately Trending,121,23,247
amitabh bachchan rejected india radio,Moderately Trending,203,23,26
google announces android version gb ram phones,Highly Trending,288,51,248
isro test fly animal human space mission,Low Trending,295,9,372
boy scouts mexico deny claims praising trump,Highly Trending,248,20,303
shruti haasan quits sangamithra launch cannes,Highly Trending,199,58,411
astronaut performs live german band space,Highly Trending,9,9,424
cut slack akhtar defends virat kohlis aggression,Highly Trending,33,57,286
pak claims firing indian killed soldier civilians,Low Trending,419,10,22
player wears shoes designed cancerstruck kid nba game,Highly Trending,85,44,282
couple paraded naked rajasthan womans exhusband,Moderately Trending,108,59,133
japanese company makes noisecancelling fork,Moderately Trending,90,10,40
video showing alleged cow vigilantes thrashing man belts madhya pradeshs ujjain city surfaced online police taken people custody search video mob heard beating man attacking cow police said dispute money,Moderately Trending,56,41,15
woman remove toe ring exam hall writes maneka,Moderately Trending,188,23,227
australia defeat bangladesh wickets level series,Low Trending,606,19,30
aus smith warner like india kohli rohit ganguly,Low Trending,370,24,117
deadpool mocks avengers asks fans reveal spoilers,Highly Trending,305,58,269
amazon founder jeff bezos shares childhood photo mother,Low Trending,303,60,136
divorce karisma kareenas mother randhir,Low Trending,464,30,179
white officer shoots offduty black officer,Low Trending,386,33,268
kmph winds force nz pakistan play bails,Low Trending,429,9,152
haryana government given lakh jolly llb actor sitaram panchal suffering cancer filmmaker ashwini chaudhary approached haryana government thanked authorities adding members industry coming forward help known films like paan singh tomar peepli sitaram sought financial help facebook,Low Trending,365,38,99
man flees l harleydavidson bike took test ride,Low Trending,456,33,9
wonder rejected big b job application pic,Highly Trending,380,43,249
karnataka govt atm corruption congress amit shah,Highly Trending,152,61,366
pakistan u team coach like dravid ramiz raja,Highly Trending,42,33,348
common reasons given mps absence,Highly Trending,422,52,338
people appreciate fact real sara ali khan,Highly Trending,275,38,437
chinas trade policies predatory state secretary,Moderately Trending,169,36,30
fardeen khans wife natasha gives birth boy,Moderately Trending,112,83,173
drinking buddies kajol costars s,Low Trending,340,6,134
govindas pic sets jagga jasoos surfaces online,Low Trending,287,16,101
india develop km stretch kartarpur sahib corridor,Moderately Trending,32,34,66
kejriwal sold rajya sabha tickets crore bjp mp,Moderately Trending,39,46,101
chinese shoes packed tricolour boxes delivered ukhand,Highly Trending,205,55,443
nehruvian blunder responsible jk crisis union minister,Moderately Trending,274,38,252
police seize cctv recordings kejriwals home,Low Trending,355,33,187
googles st server housed cabinet lego bricks,Low Trending,511,17,7
logistics startup delhivery raises crore funding,Moderately Trending,116,37,83
prithvi shaw slips playing delivery gets bowled,Highly Trending,79,64,193
girl shoots self russian roulette fathers gun,Low Trending,432,12,214
trs leader threatens commit suicide denied ticket polls,Moderately Trending,234,70,3
finch hit landmark ti record innings,Moderately Trending,198,70,105
meghalayas mostwanted terrorist shot dead encounter,Highly Trending,100,40,286
chinese family loses weight months,Moderately Trending,174,41,78
hdfc bank profit surges cr september quarter,Highly Trending,247,18,285
mongolian parliament confirms new prime minister,Moderately Trending,142,24,97
n korea skips annual antius imperialism rally post summit,Low Trending,350,39,142
man attacks atm giving money,Moderately Trending,198,8,221
kartarpur decision step right direction pak india ties,Highly Trending,232,71,325
airbnb hosts reject disabled guests study,Moderately Trending,18,15,101
victory matter result gujarat cong chief,Highly Trending,250,31,405
nasa zooms sunlike stars milky way,Highly Trending,257,69,395
warriors sweep lebronled team win rd nba title yrs,Moderately Trending,0,7,111
justin responds rumours fiance hailey pregnant,Moderately Trending,305,50,13
kohli celebrates th test ton bat does talking gesture,Highly Trending,59,35,118
paks largest tv network goes air military orders,Moderately Trending,222,17,221
video rescued thai cave boys crawl replica tunnel,Moderately Trending,10,6,302
delhi saved mw switching lights earth hour,Moderately Trending,34,5,68
ios users complain slow performance iphone devices,Moderately Trending,106,41,103
ms dhoni plays imran tahirs son airport,Moderately Trending,40,18,336
rohingya militants massacred hindus myanmar amnesty,Low Trending,380,26,213
people world displaced,Highly Trending,148,63,418
achrekar smacked stump butt dropping catch kotak,Low Trending,386,24,25
indias shiva keshavan wins gold asian luge championships,Moderately Trending,168,11,221
railway protection force tuesday arrested man broke lcd screen luxury train tejas express accused presented court fined damaging government property rpf reportedly traced man using mobile data records passenger reservation chart,Highly Trending,14,62,492
john replaces sushant upcoming film romeo akbar walter,Moderately Trending,308,7,15
modis tenure utter failure mns chief raj thackeray,Moderately Trending,71,24,61
intolerance prevalent india years rahul gandhi,Highly Trending,399,50,314
didnt understand seriousness films till debut ankita,Highly Trending,10,56,232
religionbased quota create paklike social unrest naidu,Moderately Trending,11,7,32
rocketpowered car hits kmph speed seconds,Moderately Trending,312,56,98
manchester city beat tottenham end losing streak,Highly Trending,88,21,306
actor kunal kemmu shared picture wife actress soha ali khan baby bump seen couple currently vacation london earlier kunal announcing sohas pregnancy said soha happy announce joint production coming later year child,Moderately Trending,316,1,78
man held smuggling fake notes india bangladesh,Low Trending,462,41,41
india rejects paks fabricated claim role karachi attack,Highly Trending,124,42,156
sbi cuts rate home loan lakh bps,Low Trending,561,26,144
spacex tesla harebrained projects peter thiel,Low Trending,392,9,470
kangana aur main kisi ke aage peeche nahi ghumte ankita lokhande,Highly Trending,262,12,441
armed men abduct indian engineers afghanistan,Moderately Trending,225,0,81
delhi police new army dogs security,Highly Trending,128,18,187
tamil nadu plans accident insurance school students,Moderately Trending,21,8,364
picture actor salman khan austrian actress playboy model ronja forcher surfaced online ronja reportedly play cameo role salmans upcoming film tiger zinda hai scheduled release december ronja featured cover april edition playboy germany magazine,Highly Trending,250,31,467
muslim brotherhood members sentenced death egypt,Moderately Trending,120,47,197
actress priyanka chopra slammed allegedly getting lip job shared picture instagram recently users claimed lips looked fuller user commented priyanka chopra plastic beauty user wrote lips look weirdnn,Moderately Trending,38,63,7
judwaa earns cr s nd highest day grosser,Low Trending,563,4,161
maha housing minister accused corruption congress ncp,Low Trending,347,11,453
earthworms reproduce marslike soil study shows,Moderately Trending,78,38,315
ashamed rahul defending dynasty culture jaitley,Highly Trending,149,62,258
govt realises needs viagra revive economy kapil sibal,Moderately Trending,177,13,81
umpire didnt need involved kohlipaine spat ponting,Highly Trending,334,31,375
wont wait abolish section violates rights sc,Low Trending,396,38,247
toxic emissions industries worse genocide delhi hc,Highly Trending,249,32,224
saudi produce prosperity instead terrorists iran,Highly Trending,74,19,329
watch rahul hugs pm modi speaker says necessary,Low Trending,507,29,207
govts onemonth ceasefire cosmetic kashmiri separatists,Low Trending,246,0,173
flyer enters spicejet flight knife expose security,Moderately Trending,118,19,14
im happiest man earth right yrold beat federer,Low Trending,373,43,332
man arrested molesting woman delhimumbai flight,Highly Trending,49,49,340
havent thought ahead varun marrying natasha,Highly Trending,3,64,488
richa chadha urges fans support womens team,Moderately Trending,123,72,132
pm modi praises artist angry hanuman portrait,Low Trending,465,19,340
spinners wickets match st time tests,Highly Trending,465,45,411
dead sea creature washed indonesian coast identified,Moderately Trending,30,14,211
amu girls hockey team time,Highly Trending,120,44,373
hawai jahaz bachpan banaye nahi speaker congress mps,Moderately Trending,173,42,52
oilbacked cryptocurrency launched curb volatility,Low Trending,454,13,140
cabinet approves better protection human rights,Moderately Trending,376,20,23
masaba responds troll called bastard child,Low Trending,381,30,31
indias prathamesh maulingkar named mr supranational,Highly Trending,42,39,458
fake google play store navigation apps researcher,Highly Trending,240,24,260
ak maker unveils electric supercar rival tesla,Highly Trending,55,40,233
russians laughing asses donald trump,Low Trending,469,33,268
ammas ghost haunting people poes garden home report,Highly Trending,117,43,313
russia replace middle east defence secretary,Highly Trending,277,45,470
robot teacher dance tested finland,Highly Trending,169,58,191
officials face action criticise raj govt online,Moderately Trending,86,25,142
bluru girls catch flasher plan court,Highly Trending,110,61,394
whatsapp officers extract cash delhi dy cm traders,Highly Trending,174,68,54
wheels justice moved badal sajjan kumar verdict,Low Trending,213,25,169
jiah pratyusha committed suicide lived tanushree,Highly Trending,184,15,226
russian internet giant yandex shows selfdriving car,Moderately Trending,92,48,7
paralysed man jailed gunpoint robbery russia,Moderately Trending,198,18,2
ti cricket gets firstever match player years,Low Trending,387,24,215
end bjppdp alliance jk inevitable rss,Low Trending,250,4,267
like make biopic sprinter hima das akshay,Moderately Trending,271,32,120
earths sixth mass extinction event underway study,Moderately Trending,99,60,219
homework class students govt schools,Moderately Trending,304,47,24
kids wearing sacred threads kumkum expelled principal,Moderately Trending,2,46,101
airbnb guest threw party furniture missing man,Moderately Trending,65,71,252
south korean tech startup hires people years,Highly Trending,327,51,260
ireland hold abortion referendum,Low Trending,457,42,287
world population hit billion,Highly Trending,144,69,420
apple supplier secures land india invest crore,Highly Trending,322,47,324
vehicle killed kids belonged bjp leader tejashwi,Moderately Trending,32,49,48
evan spiegels net worth tanked bn snap ipo,Low Trending,445,6,91
bmc demolishes illegal portion anil kapoors office,Highly Trending,199,16,471
drunk man kills dog standing hour noida,Low Trending,510,13,28
amazon invests million blurubased lending startup,Low Trending,678,14,95
andy rubins startup valued bn selling phones,Moderately Trending,63,7,122
united reimburses flyers flight man dragged,Highly Trending,105,53,368
learned pallaviakbars relationship late night calls wife,Low Trending,500,31,245
article impeachment filed donald trump,Low Trending,398,22,279
google able remove objects photos soon,Low Trending,377,27,135
tesla apps new feature lets users heat car seats remotely,Highly Trending,354,51,395
fell love shraddha pic sets haseena,Highly Trending,386,40,400
messi ronaldo el clsico st time years,Moderately Trending,282,69,116
resolution teesta issue transform india ties hasina,Highly Trending,21,32,466
startup plans worlds manmade meteor shower,Highly Trending,119,41,261
couple makes kids quit school sells possessions travel,Highly Trending,24,65,388
man faces defamation trial liking facebook posts,Highly Trending,418,62,490
teenager killed opposing gambling delhi,Highly Trending,342,69,426
srk gives chak india speech hockey wc opening ceremony,Highly Trending,138,44,360
demonetised notes converted stationery tn prisoners,Moderately Trending,8,21,63
worlds smallest house spanning just hair width,Moderately Trending,190,34,119
indigo compensation firm faulty engines,Low Trending,360,24,450
karate teacher rapes yrold girl patna school arrested,Moderately Trending,132,18,30
rebel world cup taking place london,Low Trending,487,11,200
twitter reacts congress presidential election,Moderately Trending,70,39,86
